prop_no,parcel_id,owner_name,legal_description,subdivision,address,city,zip_code,land_sqft,property_type,minimum_bid,resale_costs_fees,notes,page_number,source_notes
422,26725-02-25-17890,Unknown,LT-13-BLK-7,MEADOWBROOK ADDN,542 E UTE ST N,CITY OF TULSA,,"9,000",R,450.62,318.00,,62,"PDF page 62, property #422"
423,26725-02-25-19110,Unknown,E.40'LOT-3-BLK-11,MEADOWBROOK ADDN,252 E SEMINOLE PL N,CITY OF TULSA,,"6,900",R,263.97,302.25,,62,"PDF page 62, property #423"
424,26725-02-25-19570,Unknown,LOT-28-BLK-12,MEADOWBROOK ADDN,412 E SEMINOLE PL N,CITY OF TULSA,,"9,000",R HS IMP,"1,869.42",316.50,,62,"PDF page 62, property #424"
425,26725-02-25-30400,Unknown,N120 LT 30 BLK 5,MEADOWBROOK ADDN,254 E UTE ST,CITY OF TULSA,,"6,000",R,166.65,318.00,,63,"PDF page 63, property #425"
426,26735-02-25-19950,Unknown,LOT-35-BLK-6 MEADOWBROOK SECOND ADDN RESUB B6-7 ACRE,GARDENS ADDN,323 E XYLER ST N,CITY OF TULSA,,"8,960",R IMP,"2,274.43",363.75,,63,"PDF page 63, property #426"
427,26735-02-25-20380,Unknown,LOT-35-BLK-7 MEADOWBROOK SECOND ADDN RESUB B6-7 ACRE,GARDENS ADDN,323 E WOODROW PL N,CITY OF TULSA,,"8,960",R IMP,"2,062.46",332.25,,63,"PDF page 63, property #427"
428,26750-94-04-01940,Unknown,LT 1 BLK 11,MEADOWBROOK HGTS ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"10,313",R,87.99,333.75,,63,"PDF page 63, property #428"
429,26750-94-04-02040,Unknown,LT 11 BLK 11,MEADOWBROOK HGTS ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"10,313",R,92.65,333.75,,63,"PDF page 63, property #429"
430,26750-94-04-02190,Unknown,LT 15 BLK 12,MEADOWBROOK HGTS ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"10,313",R,92.65,333.75,,63,"PDF page 63, property #430"
431,26750-94-04-02310,Unknown,LT 11 BLK 13,MEADOWBROOK HGTS ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"10,313",R,92.65,318.00,,63,"PDF page 63, property #431"
432,26800-02-25-20440,Unknown,LT 1 BLK 1 MEADOWVALE ADDN RESUB L6&15 B8 & L6-15 B9,ACRE GARDENS,250 E WOODROW ST N,CITY OF TULSA,,"6,300",R,117.32,302.25,,64,"PDF page 64, property #432"
433,26800-02-25-20510,Unknown,LT 8 BLK 1 MEADOWVALE ADDN RESUB L6&15 B8 & L6-15 B9,ACRE GARDENS,224 E WOODROW ST N,CITY OF TULSA,,"7,000",R IMP,"1,659.83",348.00,,64,"PDF page 64, property #433"
434,26825-93-01-07370,Unknown,LT 20 BLK 7,MEADOWOOD ADDN,172 S 91 AV E,CITY OF TULSA,,"7,564",R HS IMP,"4,166.25",316.50,,64,"PDF page 64, property #434"
435,26825-93-01-08300,Unknown,LT 14 BLK 10,MEADOWOOD ADDN,9126 E 4 ST S,CITY OF TULSA,,"7,320",R HS IMP,"4,163.58",379.50,,64,"PDF page 64, property #435"
436,26925-02-26-02150,Unknown,LT 7 BLK 1 MELROSE 2ND ADDN,1624 N MARTIN LUTHER,KING JR B,CITY OF TULSA,,"6,750",R HS IMP,"1,635.06",316.50,,64,"PDF page 64, property #436"
437,27075-93-24-16280,Unknown,LOT 20 BLK 3,MEMORIAL ESTATES ADDN,3815 S 82 AV E,CITY OF TULSA,,"8,178",R HS IMP,"9,295.24",426.75,,64,"PDF page 64, property #437"
438,27075-93-24-17260,Unknown,LOT 8 BLK 7,MEMORIAL ESTATES ADDN,3843 S 88 PL E,CITY OF TULSA,,"9,380",R IMP,"12,024.13",348.00,,64,"PDF page 64, property #438"
439,27300-93-14-10790,Unknown,LT 6 BLK 1,MICHAEL HGTS ADDN,7610 E 21 ST S,CITY OF TULSA,,"7,200",R HS IMP,"5,444.74",316.50,,65,"PDF page 65, property #439"
440,27325-93-14-12410,Unknown,BEG 90' E OF NWC LOT 1 BLK 11 TH E ON N L  60' TO PT S 150.10' W 60' N 150.10'  TO BEG,MICHAEL HGTS EXT ADDN,7924 E 21 ST S,CITY OF TULSA,,"9,006",C IMP,"5,829.41",332.25,,65,"PDF page 65, property #440"
441,27375-93-14-13530,Unknown,LT 1 LESS N10 E80 THEREOF BLK 18,MICHAEL HGTS EXT ADDN RESUB PRT L1 B11,7944 E 21 ST S,CITY OF TULSA,,"25,931",C IMP,"21,627.17",332.25,,65,"PDF page 65, property #441"
442,27425-02-25-20750,Unknown,N48.33 OF W/2 LT 1 LESS N5 THEREOF BLK 1,MIDDLETON ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"6,599",R,124.65,381.00,,65,"PDF page 65, property #442"
443,27425-02-25-20840,Unknown,S 48 & TWO THIRDS E 1/2 LT 4 BLK 1,MIDDLETON ADDN,1834 N MADISON PL E,CITY OF TULSA,,"7,350",R,124.65,318.00,,65,"PDF page 65, property #443"
444,27425-02-25-21050,Unknown,S 1/2 W 1/2 LT 15 BLK 1,MIDDLETON ADDN,1833 N MADISON PL E,CITY OF TULSA,,"5,550",R,299.46,302.25,,65,"PDF page 65, property #444"
445,27425-02-25-21060,Unknown,N 1/2 W 1/2 LT 15 BLK 1,MIDDLETON ADDN,1835 N MADISON PL E,CITY OF TULSA,,"5,550",R,117.32,302.25,,65,"PDF page 65, property #445"
446,27425-02-25-21080,Unknown,N 23.33' W 140' LT 16 & S. 25 W. 140' LT 17 BLK 1,MIDDLETON ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"6,766",R,109.98,333.75,,66,"PDF page 66, property #446"
447,27550-93-08-18710,Unknown,LT 9 BLK 1 MILES ADDN RESUB L2 B1& L2 B2 & ALL B4 FAIR,ACRES ADDN,1239 S ATLANTA PL E,CITY OF TULSA,,"7,000",R HS IMP,"3,527.85",348.00,,66,"PDF page 66, property #447"
448,27775-03-36-02105,Unknown,S80 LT 2 BLK 6,MINGO VALLEY SUB NO 1,823 N 89 AV E,CITY OF TULSA,,"23,200",R HS IMP,"4,243.04",332.25,,66,"PDF page 66, property #448"
449,27775-03-36-02215,Unknown,LT 4 BLK 7,MINGO VALLEY SUB NO 1,501 N 89 AV E,CITY OF TULSA,,"39,150",R IMP,"4,728.19",363.75,,66,"PDF page 66, property #449"
450,27795-83-10-15210,Unknown,LT 9 BLK 2,MINSHALL PARK I,7419 S LAKEWOOD AV E,CITY OF TULSA,,"9,360",R HS IMP,"12,843.29",316.50,,66,"PDF page 66, property #450"
451,27795-83-10-16650,Unknown,LT 25 BLK 8,MINSHALL PARK I,6207 E 77 PL S,CITY OF TULSA,,"8,357",R HS IMP,"9,711.23",316.50,,66,"PDF page 66, property #451"
452,27875-92-11-03560,Unknown,LT 25 BLK 2,MITCHELL-CROSBIE ADDN,705 S PHOENIX AV W,CITY OF TULSA,,"7,000",R IMP,"13,345.33",332.25,,66,"PDF page 66, property #452"
453,27875-92-11-03570,Unknown,W 1/2 LT 26 BLK 2,MITCHELL-CROSBIE ADDN,701 S PHOENIX AV W,CITY OF TULSA,,"3,510",R IMP,"5,389.46",332.25,,67,"PDF page 67, property #453"
454,28000-03-33-12508,Unknown,W1.45 LT 11 BLK 10,MODERN HGTS,ADDRESS UNKNOWN,CITY OF TULSA,,60,R,7.33,270.75,,67,"PDF page 67, property #454"
455,28025-93-11-08980,Unknown,LT 7 BLK 8,MOELLER HGTS,1942 S 74 AV E,CITY OF TULSA,,"8,385",R HS IMP,"3,392.99",332.25,,67,"PDF page 67, property #455"
456,28150-03-21-02040,Unknown,LT 21 BLK 3,MOHAWK HARVARD,ADDRESS UNKNOWN,CITY OF TULSA,,"6,750",R,73.32,270.75,,67,"PDF page 67, property #456"
457,28150-03-21-02050,Unknown,LT 22 BLK 3,MOHAWK HARVARD,ADDRESS UNKNOWN,CITY OF TULSA,,"6,750",R,73.32,286.50,,67,"PDF page 67, property #457"
458,28150-03-21-03280,Unknown,PRT LT 13 BEG NWC TH S20.43 SE55.9 N45.34 W50 POB BLK 10,MOHAWK HARVARD,ADDRESS UNKNOWN,CITY OF TULSA,,"1,644",R,14.66,302.25,,67,"PDF page 67, property #458"
459,28175-03-21-04190,Unknown,LTS 1 THRU 3 & 10 THRU 12 BLK 5,MOHAWK HGTS,ADDRESS UNKNOWN,CITY OF TULSA,,"75,980",R,146.65,333.75,,67,"PDF page 67, property #459"
460,28200-03-21-05140,Unknown,LT 24 BLK 9,MOHAWK HGTS SECOND,ADDRESS UNKNOWN,CITY OF TULSA,,"6,800",R,73.32,270.75,,68,"PDF page 68, property #460"
461,28200-03-21-05660,Unknown,LTS 4 THRU 6 BLK 12,MOHAWK HGTS SECOND,ADDRESS UNKNOWN,CITY OF TULSA,,"20,250",R,139.31,333.75,,68,"PDF page 68, property #461"
462,28475-03-33-14240,Unknown,LT 22 BLK 6,MORGAN HOMES,1239 N URBANA AV E,CITY OF TULSA,,"6,850",R IMP,"2,882.97",348.00,,68,"PDF page 68, property #462"
463,28475-03-33-14410,Unknown,LT 15 BLK 7,MORGAN HOMES,1211 N VANDALIA AV E,CITY OF TULSA,,"6,850",R IMP,"3,437.28",348.00,,68,"PDF page 68, property #463"
464,28475-03-33-14660,Unknown,LT 16 BLK 8,MORGAN HOMES,1215 N WINSTON AV E,CITY OF TULSA,,"6,750",R IMP,"2,741.72",363.75,,68,"PDF page 68, property #464"
465,28575-02-26-03160,Unknown,LT 9 BLK 2,THE MORLEY ADDN,216 W QUEENS ST N,CITY OF TULSA,,"6,520",R,278.63,318.00,,68,"PDF page 68, property #465"
466,28575-02-26-03170,Unknown,LT 10 BLK 2,THE MORLEY ADDN,212 W QUEENS ST N,CITY OF TULSA,,"6,520",R,278.63,318.00,,68,"PDF page 68, property #466"
467,28725-92-34-02190,Unknown,LT 2 BLK 12,MOUNTAIN MANOR ADDN,5609 S 30 AV W,CITY OF TULSA,,"7,800",R HS IMP,"7,966.53",348.00,,69,"PDF page 69, property #467"
468,28850-03-19-06620,Unknown,LT-2-BLK-1,MURRAY SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"7,000",R,47.32,286.50,,69,"PDF page 69, property #468"
469,28975-03-28-08548,Unknown,W11 LT 8 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,660,R,7.33,302.25,,69,"PDF page 69, property #469"
470,28975-03-28-08549,Unknown,W11 LT 9 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,660,R,14.66,302.25,,69,"PDF page 69, property #470"
471,28975-03-28-08551,Unknown,W11 S36.52 LT 6 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,402,R,14.66,302.25,,69,"PDF page 69, property #471"
472,28975-03-28-08552,Unknown,W11 LT 7 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,660,R,14.66,302.25,,69,"PDF page 69, property #472"
473,28975-03-28-08553,Unknown,W11 LT 10 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,660,R,14.66,302.25,,69,"PDF page 69, property #473"
474,28975-03-28-08554,Unknown,W11 LT 11 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,660,R,14.66,270.75,,70,"PDF page 70, property #474"
475,28975-03-28-08555,Unknown,W11 LT 12 BLK 3,NEW HAVEN ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,660,R,7.33,270.75,,70,"PDF page 70, property #475"
476,28975-03-28-09640,Unknown,LOT 3 BLK 9,NEW HAVEN ADDN,3756 E VIRGIN PL N,CITY OF TULSA,,"7,200",R IMP,"3,624.30",332.25,,70,"PDF page 70, property #476"
477,29225-92-03-07750,Unknown,LT 12 A LESS BEG SWC TH N 67.35 SE 69.93S 41.67 W 65 TO BEG HGWY BLK 1 NIX AMD'D PLAT LTS 12 13 BLK 1,NIX AMD PLAT L12-13 NEW IRVING PLACE ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"3,357",R,13.99,270.75,,70,"PDF page 70, property #477"
478,29260-83-10-10894,Unknown,PRT LT 5 BEG SECR TH W188.33 TH ON CRV RT 36.48 E189.85 S36.44 POB BLK 2,NOB HILL,7157 S BRADEN AV E,CITY OF TULSA,,"6,657",C IMP,"11,956.80",348.00,,70,"PDF page 70, property #478"
479,29350-03-07-02400,Unknown,LT-9-BLK-1,NORTH HIGHLAND ACRES ADDN,2131 E 46 ST N,CITY OF TULSA,,"101,265",R IMP,"4,235.57",348.00,,70,"PDF page 70, property #479"
480,29350-03-07-02770,Unknown,S.345'LOT-5-BLK-2,NORTH HIGHLAND ACRES ADDN,1861 E 46 ST N,CITY OF TULSA,,"54,165",R IMP,"2,512.41",332.25,,71,"PDF page 71, property #480"
481,29475-03-20-04920,Unknown,PT EACH LTS 1 THRU 15 BG SE COR LT 1 TH N 93.75' SW 391.55' TO SW COR LT 15 E   375' TO BEG BLK 1,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"17,541",R,14.66,318.00,,71,"PDF page 71, property #481"
482,29475-03-20-04960,Unknown,LTS 26 THRU 50 LESS PRT LTS 26 THRU 33 BEG NWC LT 26 TH S30 NE202.2 W200 POB FOR HWY BLK 1,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"81,375",R,29.33,318.00,,71,"PDF page 71, property #482"
483,29475-03-20-05180,Unknown,PT EACH LTS 40 THRU 50 BG SW COR LT 40  TH E 275' N 90' SW 290.48' TO BEG BLK 2,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"12,375",R,14.66,318.00,,71,"PDF page 71, property #483"
484,29475-03-20-05190,Unknown,LTS 1 THRU 11 BLK 3,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"37,125",R,14.66,318.00,,71,"PDF page 71, property #484"
485,29475-03-20-05320,Unknown,ALL LTS 14 THRU 16 & PRT LTS 17 THRU 22 BEG NEC LT 17 TH S135 W150 NE ON HWY APPX 207 TO POB BLK 3,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"20,250",R,14.66,318.00,,71,"PDF page 71, property #485"
486,29475-03-20-05370,Unknown,PRT LTS 26 THRU 28 BEG SWC LT 26 TH N84.35 NE ON HWY TO NL LT 28 E APPX 15 S135 W75 POB & ALL LTS 29 THRU 43 BLK 3,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"59,231",R,21.99,318.00,,72,"PDF page 72, property #486"
487,29475-03-20-05550,Unknown,LT 45 BLK 3,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,72,"PDF page 72, property #487"
488,29475-03-20-05570,Unknown,LTS 47 THRU 50 BLK 3,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"13,500",R,14.66,318.00,,72,"PDF page 72, property #488"
489,29475-03-20-05610,Unknown,LTS 1 THRU 20 BLK 4,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"67,775",R,21.99,318.00,,72,"PDF page 72, property #489"
490,29475-03-20-05820,Unknown,LT 22 BLK 4,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,72,"PDF page 72, property #490"
491,29475-03-20-05830,Unknown,LT 23 BLK 4,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,72,"PDF page 72, property #491"
492,29475-03-20-05850,Unknown,LTS 25 THRU 35 BLK 4,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"44,550",R,21.99,318.00,,73,"PDF page 73, property #492"
493,29475-03-20-06000,Unknown,LTS 9 THRU 13 BLK 5,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"19,238",R,14.66,318.00,,73,"PDF page 73, property #493"
494,29475-03-20-06080,Unknown,LT 17 BLK 5,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,286.50,,73,"PDF page 73, property #494"
495,29475-03-20-06090,Unknown,LTS 18 THRU 20 BLK 5,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"16,875",R,14.66,318.00,,73,"PDF page 73, property #495"
496,29475-03-20-06130,Unknown,LTS 1 THRU 25 BLK 6,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"84,375",R,29.33,318.00,,73,"PDF page 73, property #496"
497,29475-03-20-06380,Unknown,LTS 26 THRU 50 BLK 6,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"84,375",R,29.33,318.00,,73,"PDF page 73, property #497"
498,29475-03-20-06700,Unknown,LT 8 BLK 7,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,73,"PDF page 73, property #498"
499,29475-03-20-06710,Unknown,LT 9 BLK 7,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,74,"PDF page 74, property #499"
500,29475-03-20-06720,Unknown,LT 10 BLK 7,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,74,"PDF page 74, property #500"
501,29475-03-20-06730,Unknown,LT 11 BLK 7,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,74,"PDF page 74, property #501"
502,29475-03-20-06740,Unknown,LT 12 BLK 7,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,74,"PDF page 74, property #502"
503,29475-03-20-07020,Unknown,LT 40 BLK 7,NORTH TULSA VIEW SUB,ADDRESS UNKNOWN,CITY OF TULSA,,"3,375",R,7.33,318.00,,74,"PDF page 74, property #503"
504,29600-02-13-03770,Unknown,LT 3 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"14,250",R,153.98,270.75,,74,"PDF page 74, property #504"
505,29600-02-13-03780,Unknown,LT 4 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"14,925",R,153.98,270.75,,74,"PDF page 74, property #505"
506,29600-02-13-03790,Unknown,LT 5 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"14,420",R,153.98,270.75,,75,"PDF page 75, property #506"
507,29600-02-13-03800,Unknown,LT 6 BLK 2,NORTHLAND SECOND ADDN,E,CITY OF TULSA,,"14,630",R,153.98,270.75,,75,"PDF page 75, property #507"
508,29600-02-13-03810,Unknown,LT 7 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"14,910",R,153.98,270.75,,75,"PDF page 75, property #508"
509,29600-02-13-03820,Unknown,LT 8 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"14,688",R,153.98,270.75,,75,"PDF page 75, property #509"
510,29600-02-13-03830,Unknown,LT 9 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"15,265",R,153.98,270.75,,75,"PDF page 75, property #510"
511,29600-02-13-03840,Unknown,LT 10 BLK 2,NORTHLAND SECOND ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"28,251",R,183.31,270.75,,75,"PDF page 75, property #511"
512,29625-02-36-21010,Unknown,E25 LT 16 & ALL LT 17 & S5 VAC ALLEY ADJ TO NL THEREOF BLK 5,NORTHMORELAND ADDN,419 E NEWTON PL N,CITY OF TULSA,,"11,625",R IMP,"3,388.99",379.50,,75,"PDF page 75, property #512"
513,29650-03-07-03310,Unknown,LT 34 BLK 1,NORTHRIDGE ADDN,1577 E 53 ST N,CITY OF TULSA,,"7,200",R IMP,"5,347.46",332.25,,76,"PDF page 76, property #513"
514,29650-03-07-03370,Unknown,LT 4 BLK 2,NORTHRIDGE ADDN,1380 E 54 ST N,CITY OF TULSA,,"7,200",R IMP,"5,339.46",300.75,,76,"PDF page 76, property #514"
515,29650-03-07-03460,Unknown,LT 13 BLK 2,NORTHRIDGE ADDN,1338 E 54 ST N,CITY OF TULSA,,"7,200",R IMP,"3,327.66",332.25,,76,"PDF page 76, property #515"
516,29650-03-07-03530,Unknown,LT 20 BLK 2,NORTHRIDGE ADDN,1304 E 54 ST N,CITY OF TULSA,,"7,320",R IMP,"2,971.03",348.00,,76,"PDF page 76, property #516"
517,29650-03-07-03650,Unknown,LT 32 BLK 2,NORTHRIDGE ADDN,1355 E 53 ST N,CITY OF TULSA,,"7,200",R IMP,"1,001.89",458.25,,76,"PDF page 76, property #517"
518,29650-03-07-03910,Unknown,LT 18 BLK 3,NORTHRIDGE ADDN,1314 E 53 ST N,CITY OF TULSA,,"7,200",R IMP,"2,250.84",332.25,,76,"PDF page 76, property #518"
519,29650-03-07-03960,Unknown,LT 23 BLK 3,NORTHRIDGE ADDN,1313 E 52 ST N,CITY OF TULSA,,"7,200",R,395.96,302.25,,76,"PDF page 76, property #519"
520,29650-03-07-04690,Unknown,LT 20 BLK 5,NORTHRIDGE ADDN,1509 E 51 PL N,CITY OF TULSA,,"7,200",R,791.92,318.00,,77,"PDF page 77, property #520"
521,29650-03-07-05170,Unknown,LT 32 BLK 6,NORTHRIDGE ADDN,1357 E 51 PL N,CITY OF TULSA,,"7,200",R HS IMP,"2,516.52",348.00,,77,"PDF page 77, property #521"
522,29650-03-07-05300,Unknown,LT 5 BLK 7,NORTHRIDGE ADDN,1376 E 51 PL N,CITY OF TULSA,,"7,200",R IMP,"1,807.15",348.00,,77,"PDF page 77, property #522"
523,29650-03-07-05860,Unknown,LT 21 BLK 8,NORTHRIDGE ADDN,1513 E 51 ST N,CITY OF TULSA,,"7,200",R IMP,"3,904.27",363.75,,77,"PDF page 77, property #523"
524,29650-03-07-05920,Unknown,LT 27 BLK 8,NORTHRIDGE ADDN,1543 E 51 ST N,CITY OF TULSA,,"7,200",R IMP,"2,582.40",316.50,,77,"PDF page 77, property #524"
525,29650-03-07-06110,Unknown,LT 10 BLK 9,NORTHRIDGE ADDN,1354 E 51 ST N,CITY OF TULSA,,"7,620",R HS IMP,"3,567.99",316.50,,77,"PDF page 77, property #525"
526,29650-03-07-06380,Unknown,LT 17 BLK 10,NORTHRIDGE ADDN,4936 N ST LOUIS AV E,CITY OF TULSA,,"8,662",R HS IMP,"1,257.12",316.50,,77,"PDF page 77, property #526"
527,29650-03-07-06480,Unknown,LT 4 BLK 11,NORTHRIDGE ADDN,1558 E 51 ST N,CITY OF TULSA,,"7,500",R IMP,"2,037.59",316.50,,78,"PDF page 78, property #527"
528,29650-03-07-06490,Unknown,LT 5 BLK 11,NORTHRIDGE ADDN,4967 N ST LOUIS AV E,CITY OF TULSA,,"7,200",R,737.37,286.50,,78,"PDF page 78, property #528"
529,29650-03-07-06910,Unknown,LT 12 BLK 12,NORTHRIDGE ADDN,4939 N TRENTON AV E,CITY OF TULSA,,"9,052",R IMP,"2,207.11",332.25,,78,"PDF page 78, property #529"
530,29650-03-07-07270,Unknown,LT 4 BLK 15,NORTHRIDGE ADDN,1537 E 48 ST N,CITY OF TULSA,,"7,626",R IMP,"2,817.71",332.25,,78,"PDF page 78, property #530"
531,29650-03-07-08930,Unknown,LT 32 BLK 20,NORTHRIDGE ADDN,1638 E 48 PL N,CITY OF TULSA,,"8,241",R IMP,822.93,348.00,,78,"PDF page 78, property #531"
532,29675-03-07-09230,Unknown,LT 25 BLK 22,NORTHRIDGE SECOND ADDN AMD,1901 E 50 PL N,CITY OF TULSA,,"7,560",R IMP,"3,437.65",332.25,,78,"PDF page 78, property #532"
533,29675-03-07-09890,Unknown,LT 11 BLK 25,NORTHRIDGE SECOND ADDN AMD,2017 E 49 ST N,CITY OF TULSA,,"7,020",R IMP,"3,010.10",411.00,,78,"PDF page 78, property #533"
534,29675-03-07-10040,Unknown,LT 11 BLK 26,NORTHRIDGE SECOND ADDN AMD,4823 N XANTHUS AV E,CITY OF TULSA,,"7,252",R IMP,"4,393.48",332.25,,79,"PDF page 79, property #534"
535,29775-02-26-04820,Unknown,LT 12 BLK 8,OAK CLIFF ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"9,462",R,73.32,318.00,,79,"PDF page 79, property #535"
536,29775-02-26-04900,Unknown,LT 20 BLK 8,OAK CLIFF ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"8,910",R,359.29,302.25,,79,"PDF page 79, property #536"
537,29775-02-26-04910,Unknown,LT 21 BLK 8,OAK CLIFF ADDN,2220 N DENVER BV W,CITY OF TULSA,,"9,180",R IMP,"3,047.69",348.00,,79,"PDF page 79, property #537"
538,29775-02-26-05090,Unknown,LT 2 BLK 10,OAK CLIFF ADDN,ADDRESS UNKNOWN,CITY OF TULSA,,"6,500",R,271.30,286.50,,79,"PDF page 79, property #538"
539,29775-02-26-05310,Unknown,LT 11 BLK 11,OAK CLIFF ADDN,2215 N DENVER BV W,CITY OF TULSA,,"7,585",R IMP,"2,588.38",332.25,,79,"PDF page 79, property #539"
540,29775-02-26-05550,Unknown,LT 1 BLK 13 OAK CLIFF ADDN,2120 N MARTIN LUTHER,KING JR B,CITY OF TULSA,,"7,150",R IMP,"3,174.97",348.00,,79,"PDF page 79, property #540"
541,29775-02-26-05660,Unknown,LT 2 BLK 14 OAK CLIFF ADDN,1962 N MARTIN LUTHER,KING JR B,CITY OF TULSA,,"6,500",R HS IMP,666.44,332.25,,80,"PDF page 80, property #541"
542,29775-02-26-05800,Unknown,ALL LT 8 N.12.5 LT 9 BLK 16,OAK CLIFF ADDN,1923 N MAIN ST E,CITY OF TULSA,,"8,820",R IMP,"4,778.85",332.25,,80,"PDF page 80, property #542"
543,30125-03-28-10320,Unknown,LT 8 BLK 1,OAK RIDGE ADDN - TULSA,4137 E XYLER ST N,CITY OF TULSA,,"7,500",R,740.59,302.25,,80,"PDF page 80, property #543"
544,30125-03-28-10360,Unknown,LT 12 BLK 1,OAK RIDGE ADDN - TULSA,4117 E XYLER ST N,CITY OF TULSA,,"7,000",R IMP,"3,536.03",316.50,,80,"PDF page 80, property #544"
545,30150-03-28-10630,Unknown,LT 5 BLK 5,OAK RIDGE ADDN B5-9,4411 E WOODROW PL N,CITY OF TULSA,,"7,500",R HS IMP,"2,751.17",348.00,,80,"PDF page 80, property #545"
546,30200-02-26-07080,Unknown,S 2' LT 9 & ALL LT 10 & N 12' LT 11 BLK 2,OAK TERRACE ADDN,1916 N ELWOOD AV W,CITY OF TULSA,,"9,792",R IMP,"4,269.57",363.75,,80,"PDF page 80, property #546"
547,30200-02-26-07150,Unknown,LT 7 BLK 3,OAK TERRACE ADDN,1902 N DENVER AV W,CITY OF TULSA,,"9,100",R HS IMP,"3,688.29",395.25,,80,"PDF page 80, property #547"
548,30425-93-12-64735,Unknown,"UNIT P & .0377 INT IN COMMON ELEMENTS IN SNOWCREST CONDOMINIUMS BEING PRT BLK 8 O'CONNOR PARK 8148 E 17 ST S CITY OF TULSA R       IMP 2,267.86 379.50 549 30550-03-32-12550 W 93.5 OF LT 25 & W 93.5 S 10' LT 26  BLK 1 OHIO PLACE ADDN",2516 E INDEPENDENCE,ST N,CITY OF TULSA,,"5,640",R,623.27,318.00,,81,"PDF page 81, property #548"
